date,meantemp,humidity,wind_speed,meanpressure
2013/7/10,29.75,75.375,6.4875,995.75
2013/7/11,32.5,65.5,7.116666667,997.3333333
2013/7/12,28.875,86.625,5.5625,1000
2013/7/13,31.75,70.25,12.0625,998.875
2013/7/14,30.75,71.625,4.8125,997.375
2013/7/15,31.75,73.25,13.5375,998.375
2013/7/16,29.875,83.875,9,999
2013/7/17,31.125,78.375,8.65,998
2013/7/18,31.75,76,5.55,995
2013/7/19,30.5,73.5,9.266666667,995.3333333
2013/7/20,26.83333333,90.66666667,4.933333333,999.1666667
2013/7/21,28.2,88,2.24,996.4
2013/7/22,29.5,80.33333333,4.333333333,996.8333333
2013/7/23,31.85714286,70.71428571,3.971428571,998
2013/7/24,29.71428571,84.14285714,3.971428571,997.1428571
2013/7/25,28.33333333,84.5,8.016666667,995.1666667
2013/7/26,30,73.85714286,5.571428571,995.4285714
2013/7/27,30.14285714,79,4.228571429,997.2857143
2013/7/28,32.28571429,67.42857143,6.085714286,998.1428571
2013/7/29,31,77.42857143,4.771428571,997.1428571
2013/7/30,30.5,75.66666667,8.016666667,996.5
2013/7/31,28.83333333,78.5,9.866666667,996.6666667
2013/8/1,30,73.5,5.55,998
2013/8/2,31.57142857,66.42857143,11.11428571,999.4285714
2013/8/3,32.5,62.33333333,10.81666667,1000.833333
2013/8/4,32.5,62.5,5.1,993.25
2013/8/5,29.5,77,6.783333333,1001
2013/8/6,27.16666667,90.66666667,4.016666667,1002.166667
2013/8/7,28.375,85.25,3.25,1001.875
2013/8/8,28.5,84,6.166666667,1000.5
2013/8/9,27.16666667,87.5,3.716666667,1001
2013/8/10,29.42857143,79.85714286,6.1,1000.333333
2013/8/11,30,76.83333333,6.8,1001.166667
2013/8/12,29.5,81.5,8.35,1001
2013/8/13,30.75,72,11.125,999.25
2013/8/14,29.66666667,74.33333333,9.866666667,999.8333333
2013/8/15,27.71428571,85,8.2,1001.714286
2013/8/16,26.6,92,4.46,1000.8
2013/8/17,27.42857143,91,14.28571429,999.4285714
2013/8/18,28.33333333,83.83333333,1.233333333,1000.166667
2013/8/19,28.16666667,84.66666667,5.55,1000.5
2013/8/20,27.375,88.5,5.325,999
2013/8/21,28.33333333,81.16666667,10.31428571,999.2857143
2013/8/22,29.16666667,74.83333333,6.483333333,1001.166667
2013/8/23,31.28571429,73.14285714,2.642857143,1001.428571
2013/8/24,32,71.25,18.525,1000.333333
2013/8/25,29,90.75,0.925,998.75
2013/8/26,32,69.875,6.475,997.8571429
2013/8/27,32.14285714,57.28571429,17.07142857,999.8571429
2013/8/28,30.14285714,60.71428571,11.64285714,1003.714286
2013/8/29,31.5,57,9.275,1003.25
2013/8/30,29.16666667,73,3.1,1003.5
2013/8/31,29,71.75,4.65,1003.25
2013/9/1,30,65.2,11.48,1003.2
2013/9/2,31.85714286,50.85714286,15.34285714,1003.714286
2013/9/3,32.75,45.5,14.8,1001.5
2013/9/4,31.71428571,48,14.54285714,1002.166667
2013/9/5,31.66666667,46,13.56666667,1001.5
2013/9/6,30.57142857,55.71428571,10.04285714,1003.428571
2013/9/7,30.83333333,51.83333333,6.783333333,1004.166667
2013/9/8,28,71.75,2.325,1007.25
2013/9/9,31,57.5,42.22,1007
2013/9/10,29.66666667,66.33333333,3.7,1005.333333
2013/9/11,30.85714286,61.14285714,3.971428571,1005.571429
2013/9/12,31.16666667,60.33333333,2.783333333,1008.166667
2013/9/13,31.14285714,67.14285714,3.171428571,1007.142857
2013/9/14,30.5,67,2.783333333,1003.833333
2013/9/15,31.625,56.375,3.9375,1001.375
2013/9/16,29.66666667,60,7.1,1002.333333
2013/9/17,29.25,56.5,3.475,1002.875
2013/9/18,29.14285714,58.57142857,5.557142857,1003.142857
2013/9/19,29.8,61.6,2.96,1001.8
2013/9/20,28.66666667,70,9.583333333,1003
2013/9/21,25.2,89,5.18,1003
2013/9/22,28.33333333,79.66666667,3.083333333,1001.666667
2013/9/23,30.28571429,68,4.5,1001
2013/9/24,30.75,65.75,5.7875,1002.75
2013/9/25,28.57142857,75,6.614285714,1005.428571
2013/9/26,28.2,78.8,4.08,1006.6
2013/9/27,29,71.25,7.4125,1005.625
2013/9/28,30,67.33333333,1.233333333,1005.333333
2013/9/29,28.14285714,79.85714286,5.557142857,1003.857143
2013/9/30,26.85714286,84.57142857,4.228571429,1004.714286
2013/10/1,28.28571429,68.71428571,6.371428571,1007.714286
2013/10/2,29.2,61.4,7.42,1010
2013/10/3,28.6,59,7.4,1008.6
2013/10/4,24.83333333,84.33333333,6.783333333,1007.5
2013/10/5,28.5,69,2.0875,1004.125
2013/10/6,29.75,66.5,1.85,1005.25
2013/10/7,29.71428571,66.57142857,1.585714286,1008.857143
2013/10/8,29.2,69.4,0,1009.8
2013/10/9,30.83333333,65.5,5.566666667,1010.333333
2013/10/10,29.42857143,66.28571429,3.971428571,1010.857143
2013/10/11,23.85714286,89.85714286,4.242857143,1010.571429
2013/10/12,26.14285714,82.57142857,2.914285714,1008.285714
2013/10/13,27.16666667,84.33333333,0.616666667,1007.666667
2013/10/14,27.71428571,74.85714286,5.557142857,1007
2013/10/15,25.85714286,76.42857143,3.7,1009.142857
2013/10/16,26.42857143,75,0,1009
2013/10/17,26.85714286,76.71428571,1.057142857,1010.428571
2013/10/18,26.33333333,73.16666667,0,1010.5
2013/10/19,24.57142857,69.57142857,2.114285714,1011.571429
2013/10/20,24.33333333,67.83333333,1.55,1010.666667
2013/10/21,24.875,63.625,1.3875,1009.875
2013/10/22,27.8,53.6,0,1011
2013/10/23,25,67.5,1.1625,1013.625
2013/10/24,23.85714286,73.14285714,1.057142857,1013.285714
2013/10/25,22.8,75.8,1.86,1011
2013/10/26,23,78.2,0.74,1011.2
2013/10/27,22.875,66.875,2.55,1010.625
2013/10/28,22.66666667,63.16666667,4.933333333,1010
2013/10/29,23,62.71428571,3.971428571,1011.142857
2013/10/30,22.85714286,67.42857143,2.385714286,1012.857143
2013/10/31,23.66666667,58.83333333,3.083333333,1012.833333
2013/11/1,23.42857143,69.14285714,1.057142857,1013.285714
2013/11/2,21.625,65,4.6375,1014.5
2013/11/3,20.625,57.875,5.5625,1016
2013/11/4,21.16666667,54.16666667,2.466666667,1017.5
2013/11/5,18.83333333,74.33333333,0,1017.5
2013/11/6,20.57142857,66.71428571,3.185714286,1015.857143
2013/11/7,20.14285714,73.14285714,4.5,1015.666667
2013/11/8,18,82.2,19.9125,1015.625
2013/11/9,19.85714286,73.57142857,0.528571429,1016.714286
2013/11/10,16.83333333,72,2.466666667,1016
2013/11/11,18.85714286,61.85714286,5.814285714,1013.428571
2013/11/12,16.57142857,71.71428571,0.8,1013.857143
2013/11/13,17.75,65,3.0125,1014.25
2013/11/14,17.625,63.375,3.475,1015.25
2013/11/15,17,67,0.925,1016.5
2013/11/16,16.625,69.625,0,1018
2013/11/17,15.57142857,67.42857143,2.385714286,1017.714286
2013/11/18,18.5,55.125,7.4125,1016.875
2013/11/19,17.875,63.5,7.175,1015.5
2013/11/20,18.25,58.875,2.55,1012.75
2013/11/21,17.875,66.25,2.0875,1013.125
2013/11/22,17.625,74.875,1.1625,1015.75
2013/11/23,18.14285714,77.85714286,0.8,1014.571429
2013/11/24,19.125,58.875,5.0875,1014.5
2013/11/25,21.25,49.875,9.5,1012.875
2013/11/26,21.25,51.375,9.75,1011.75
2013/11/27,19.125,68.5,2.7875,1014.75
2013/11/28,18.625,71.875,1.85,1017.75
2013/11/29,17.75,66.625,4.8625,1016.875
2013/11/30,17.875,69.625,11.8125,1015.875
2013/12/1,18,65,1.585714286,1016.142857
2013/12/2,17.25,73.25,1.85,1015.875
2013/12/3,17.5,73.5,1.3875,1016.75
2013/12/4,17.14285714,71.85714286,4.228571429,1017
2013/12/5,17.14285714,69,6.885714286,1015.285714
2013/12/6,16.125,72.375,3.7125,1014
2013/12/7,16,80.5,1.1625,1014.25
2013/12/8,16.5,83.625,0,1014
2013/12/9,16.125,79.25,2.3125,1013.5
2013/12/10,15.5,81.75,2.55,1013.75
2013/12/11,16.625,71.875,6.475,1014.125
2013/12/12,17.75,62.375,16.9,1012.5
2013/12/13,17.14285714,67.71428571,11.62857143,1012
2013/12/14,16.14285714,79,0.8,1012.571429
2013/12/15,15.5,86.25,2.55,1015.125
2013/12/16,15.25,89.5,1.1625,1015.625
2013/12/17,14.75,92.875,0.925,1014.25
2013/12/18,14.875,93,2.0875,1012.625
2013/12/19,16.125,89.125,3.25,1012.875
2013/12/20,15.375,91.375,4.4125,1016
2013/12/21,14.75,94,0.4625,1017
2013/12/22,15.25,94,1.3875,1018.375
2013/12/23,14.25,88.25,9.025,1020.5
2013/12/24,13.5,84.75,5.7875,1021.375
2013/12/25,13.66666667,63.16666667,34.4875,1020.625
2013/12/26,12.125,67.625,4.4,1019.25
2013/12/27,11.875,79.875,1.1625,1018.625
2013/12/28,10.875,70,5.325,1019.25
2013/12/29,10.57142857,69.42857143,5.325,1018.5
2013/12/30,12.375,79.5,6.475,1018.125
2013/12/31,14.5,89.375,4.8625,1020.5
2014/1/1,13.375,89.625,7.65,1021
2014/1/2,11,78.375,8.1,1020.25
2014/1/3,12.5,74.875,5.325,1017.75
2014/1/4,12.875,88.125,1.1625,1016.25
2014/1/5,12.375,89,0.4625,1014.5
2014/1/6,11.42857143,86.28571429,27.3375,1017.625
2014/1/7,12.14285714,72.28571429,20.6,1017.75
2014/1/8,11.875,76.875,1.85,1017.875
2014/1/9,12.83333333,83,1.233333333,1017
2014/1/10,12.375,85.375,0,1016.625
2014/1/11,12.125,82.625,6.725,1019.625
2014/1/12,12.875,80.875,3.25,1020.75
2014/1/13,14,72.375,1.1625,1019.375
2014/1/14,14.875,76.75,2.7875,1017
2014/1/15,12,93.5,0.4625,1019.75
2014/1/16,12.28571429,90.57142857,1.585714286,1019.571429
2014/1/17,12,95.75,1.1625,1017.625
2014/1/18,12.5,94.25,1.85,1020.25
2014/1/19,14.5,84.5,3.475,1023
2014/1/20,14.625,83.5,4.4125,1021.375
2014/1/21,13.57142857,96.85714286,7.171428571,1020.571429
2014/1/22,15.25,96.125,6.7125,1019.875
2014/1/23,15.625,90.125,6.7125,1020.25
2014/1/24,13.875,88.875,8.1125,1019.25
2014/1/25,11.75,95.625,8.3375,1019.75
2014/1/26,14.375,85.75,8.8125,1019.125
2014/1/27,16.625,72.375,9.95,1018.75
2014/1/28,16.625,69.875,7.4125,1016.75
2014/1/29,14.875,81.875,4.625,1018.625
2014/1/30,14.5,83.25,0.925,1019.375
2014/1/31,14.75,82.5,3.0125,1019.25
2014/2/1,14,79.375,2.55,1019.75
2014/2/2,15.25,76.125,1.85,1016.875
2014/2/3,18.42857143,63.85714286,12.2875,1014.125
2014/2/4,18.85714286,65.42857143,13.425,1011
2014/2/5,17,72.75,1.625,1011.5
2014/2/6,18.5,65.375,6.0125,1010.875
2014/2/7,19.625,67.25,15.05,1009.25
2014/2/8,13.625,85.375,8.1125,1011.375
2014/2/9,12.875,63.375,9.2625,1012
2014/2/10,12.625,61.75,3.7,1012.5
2014/2/11,13.375,64.625,3.7,1013.5
2014/2/12,13.25,67,9.2625,1013.5
2014/2/13,15.25,64.5,4.875,1013.625
2014/2/14,13,95.5,5.3375,1011.875
2014/2/15,12.375,89.5,3.9375,1012.875
2014/2/16,13.5,79,8.7875,1016
2014/2/17,15.125,66.125,12.725,1017.75
2014/2/18,15.25,60.125,8.8,1017.375
2014/2/19,15.125,75.375,1.85,1016.625
2014/2/20,16.125,78.625,1.8625,1014.75
2014/2/21,17.125,72.25,8.7875,1014.25
2014/2/22,16.625,85.625,6.25,1017.375
2014/2/23,16.5,80,7.8875,1019.375
2014/2/24,16.375,69.375,5.3375,1018.625
2014/2/25,18.125,69,0.925,1017.25
2014/2/26,18.75,71.125,2.0875,1014.25
2014/2/27,18.625,76.625,7.175,1013.125
2014/2/28,15.625,88.375,5.8,1013.125
2014/3/1,16.14285714,87.28571429,4.242857143,1015.285714
2014/3/2,16.125,79,5.7875,1017.125
2014/3/3,17.875,65.625,3.7,1016.25
2014/3/4,18.75,66.375,3.7125,1016.5
2014/3/5,18.875,67,5.325,1016.125
2014/3/6,18.375,64,4.6375,1016.375
2014/3/7,18.5,62.875,6.7125,1017.125
2014/3/8,19.875,63.875,9.9625,1017
2014/3/9,22,56.625,7.65,1014.5
2014/3/10,20,63.875,10.8875,1014.375
2014/3/11,20.71428571,70,15.6,1013.714286
2014/3/12,20,68.875,6.4875,1016.25
2014/3/13,19,60.625,9.95,1016.25
2014/3/14,19.625,61.25,5.8,1015
2014/3/15,21.625,62.625,2.7875,1016.375
2014/3/16,23.125,58.5,6.25,1015.375
2014/3/17,26.25,52.125,6.7125,1011.25
2014/3/18,24.85714286,53.42857143,9.8,1012.857143
2014/3/19,21.75,57.375,10.1875,1013.25
2014/3/20,21.5,55,7.4,1010.75
2014/3/21,22.5,64.75,5.3375,1007.125
2014/3/22,25,59.5,3.0125,1007
2014/3/23,22.75,61.875,9.025,1010.625
2014/3/24,22.375,73.125,9.4875,1011.625
2014/3/25,24.625,60.25,2.775,1010.5
2014/3/26,25.125,58.875,2.775,1010.625
2014/3/27,23.5,63.25,4.8875,1011.75
2014/3/28,24.42857143,67.57142857,4.5,1011.142857
2014/3/29,25.875,55.625,8.35,1011.25
2014/3/30,24.125,46.75,13.9,1009.875
2014/3/31,24.125,44.125,13.2,1008.25
2014/4/1,24.875,45.75,9.7125,1006.125
2014/4/2,26.75,43.375,7.175,1005.75
2014/4/3,25,48,10.425,1010.375
2014/4/4,25.85714286,47.85714286,11.91428571,1009.857143
2014/4/5,27.375,44,9.2625,1008.875
2014/4/6,30.125,45.25,6.7125,1007.5
2014/4/7,27.25,47.625,12.9625,1009.625
2014/4/8,25.75,41.875,12.725,1010.375
2014/4/9,25.75,35.25,12.7375,1010.25
2014/4/10,26.375,29.25,12.5,1010.875
2014/4/11,28.14285714,29,10.05714286,1008.571429
2014/4/12,29.125,39.875,5.1,1007.125
2014/4/13,26.875,40.375,15.5125,1009.625
2014/4/14,27.625,46.625,5.35,1010.625
2014/4/15,29,48.125,2.55,1009.125
2014/4/16,27.125,53.625,4.4,1008.25
2014/4/17,26.375,49.625,9.25,1007
2014/4/18,24.25,64.375,14.3375,1011.625
2014/4/19,25.625,57.875,5.1,1011.375
2014/4/20,27,48,4.6375,1010.5
2014/4/21,28,33.125,8.8125,1010
2014/4/22,29.375,29.375,12.5,1011.75
2014/4/23,29.125,37,6.025,1009
2014/4/24,29.375,35.875,7.875,1005.875
2014/4/25,30.625,34.375,8.1125,1006.125
2014/4/26,31.5,32,8.1125,1006.375
2014/4/27,30.625,30,8.35,1007.125
2014/4/28,31.5,27.875,10.1875,1005.625
2014/4/29,32.125,28.875,8.325,1003.875
2014/4/30,33.25,25.5,5.3375,1003.75
2014/5/1,34.875,22.5,9.7375,1001.5
2014/5/2,34.375,24.75,6.4875,1001.875
2014/5/3,31.75,33.375,6.475,1003.625
2014/5/4,31.875,34.375,5.8,1003
2014/5/5,29.75,53.25,9.0375,1005.75
2014/5/6,29.57142857,51.14285714,6.885714286,1006.857143
2014/5/7,31.75,48.625,1.85,1004.25
2014/5/8,31.375,43,10.6625,1002.625
2014/5/9,30.5,39.625,6.4875,1000.428571
2014/5/10,30,37.625,7.8875,1000.75
2014/5/11,29.625,40.375,7.65,1004
2014/5/12,28,53.375,10.8875,1004.875
2014/5/13,25.25,65.75,9.9625,1008.375
2014/5/14,26.875,55.25,8.575,1006.5
2014/5/15,29.5,39.875,11.125,1004.25
2014/5/16,31.125,40.25,9.4875,1003.5
2014/5/17,29.875,47.625,7.175,1007
2014/5/18,31.5,35.375,13.9,1007.375
2014/5/19,32.375,29.5,11.575,1006.625
2014/5/20,31.125,34,7.6375,1006.625
2014/5/21,33,32.5,9.7125,1002.125
2014/5/22,33.25,33.375,11.1125,999.5
2014/5/23,34.625,32.75,19.45,1000
2014/5/24,31.5,50.5,6.725,1004.125
2014/5/25,31.5,43.25,16.4375,1005.5
2014/5/26,30.125,54.125,4.175,1007.125
2014/5/27,31.875,49.75,2.55,1004.75
2014/5/28,33.625,44.5,3.95,1001.25
2014/5/29,35.25,40.125,4.4,999.375
2014/5/30,33.125,44.5,11.5875,999.5714286
2014/5/31,34.625,39,6.4875,999.625
2014/6/1,32.75,34.25,16.2,1003.25
2014/6/2,32.75,41.375,4.6375,1003.25
2014/6/3,34.875,33.625,6.4875,1000
2014/6/4,35.25,33.125,7.1875,998.125
2014/6/5,36.875,26.875,8.5625,996.125
2014/6/6,37.5,27.625,10.2,994.875
2014/6/7,38.5,22.75,13.1875,994
2014/6/8,37.625,26.25,6.725,993.125
2014/6/9,37.875,32.125,6.025,993.125
2014/6/10,37.25,20.875,12.0375,994.75
2014/6/11,37.625,23.125,14.8125,995.625
2014/6/12,32.875,39.25,24.325,997
2014/6/13,30.25,55.125,16.6625,997.625
2014/6/14,30.5,66.875,6.4875,997.375
2014/6/15,33.875,52,8.1,997.125
2014/6/16,36.375,41.375,10.8875,995.625
2014/6/17,36.875,42.125,15.9625,994.125
2014/6/18,33.875,58,10.425,994.25
2014/6/19,35.75,47.875,10.8875,993.25
2014/6/20,38,36.125,17.825,991.375
2014/6/21,36.875,40.125,9.7375,993.875
2014/6/22,34.5,46.75,4.4,996.375
2014/6/23,32.125,49.75,6.7125,996.25
2014/6/24,33,46.25,10.1875,995.5
2014/6/25,32.25,53.25,13.2,997.625
2014/6/26,32.5,60.375,3.2375,1001
2014/6/27,34.75,48.5,9.4875,1001.625
2014/6/28,34.875,49,5.7875,999.375
2014/6/29,33,57.75,9.7125,997.75
2014/6/30,32,67.75,3.25,997.5
2014/7/1,31.375,65.125,6.25,1000.875
2014/7/2,29.5,71.375,5.7875,1001.125
2014/7/3,28.875,75.125,5.0875,998.2857143
